player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Kahleah Copper,2024-05-31,PHO,MIN,21,1,1,28.0,30.716666666666665,Trough,1,cycle,26.333333333333332,0.16509568694658672,-0.12282205084261635,17,16.5
Rachel Banham,2024-05-31,CON,DAL,3,0,2,8.0,12.883333333333333,Trough,1,unknown,8.0,0.25440806045340053,-0.03694374475230894,17,25.4
Natisha Hiedeman,2024-05-31,MIN,PHO,5,5,2,14.0,20.683333333333334,Descending,2,cycle,9.666666666666666,0.1407407407407408,0.5111111111111111,17,14.1
Naz Hillmon,2024-05-31,ATL,LVA,0,2,3,7.0,11.183333333333334,Trough,2,cycle,8.666666666666666,0.3731163351416516,-0.18022905364677508,16,37.3
Kate Martin,2024-05-31,LVA,ATL,2,3,3,8.0,20.58333333333333,Peak,3,none,16.333333333333332,-1.4902840059790732,-0.390134529147982,13,-149.0
Bridget Carleton,2024-05-31,MIN,PHO,6,3,4,15.0,28.03333333333333,Trough,2,cycle,12.666666666666666,0.38250000000000006,-0.34187500000000004,17,38.3
Alissa Pili,2024-05-31,MIN,PHO,20,2,4,30.0,15.166666666666666,Peak,1,none,10.333333333333334,-1.1049382716049383,0.0,0,-110.5
DeWanna Bonner,2024-05-31,CON,DAL,12,2,4,18.0,34.5,Stable,1,none,28.0,0.0044444444444444444,-0.13481481481481486,17,0.4
Marquesha Davis,2024-05-31,NYL,WAS,1,0,0,1.0,4.0,Recovery,1,none,0.3333333333333333,0.8639455782312925,0.0,0,86.4
Sophie Cunningham,2024-05-31,PHO,MIN,13,0,5,23.0,24.33333333333333,Peak,1,none,22.333333333333332,-0.20720720720720714,0.09909909909909903,17,-20.7
Ivana Dojkić,2024-05-31,NYL,WAS,3,0,1,4.0,8.15,Stable,1,none,4.0,0.3696969696969697,0.0,0,37.0
Karlie Samuelson,2024-05-31,WAS,NYL,5,2,2,10.0,28.78333333333333,Stable,1,none,15.333333333333334,0.08126721763085398,-0.40082644628099173,17,8.1
Stephanie Soares,2024-05-31,DAL,CON,3,4,6,16.0,15.766666666666667,Peak,1,none,9.0,-0.9223300970873787,0.0,0,-92.2
Courtney Williams,2024-05-31,MIN,PHO,11,5,3,26.0,19.316666666666663,Stable,1,none,25.333333333333332,-0.035069799114742825,0.04187946884576092,17,-3.5
Nyara Sabally,2024-05-31,NYL,WAS,0,0,2,4.0,5.633333333333333,Trough,1,unknown,6.666666666666667,0.4779116465863454,0.0,0,47.8
Tiffany Mitchell,2024-05-31,CON,DAL,5,0,1,13.0,10.616666666666667,Stable,1,none,11.333333333333334,-0.3333333333333334,0.0,0,-33.3
Sug Sutton,2024-05-31,PHO,MIN,2,4,3,11.0,23.48333333333333,Peak,1,none,11.0,-0.5870646766169153,-0.32669983416252074,17,-58.7
DiJonai Carrington,2024-05-31,CON,DAL,9,1,3,13.0,29.383333333333333,Recovery,1,none,18.333333333333332,0.23529411764705888,-0.15187165775401074,17,23.5
Mikiah Herbert Harrigan,2024-05-31,PHO,MIN,5,1,0,9.0,14.533333333333331,Stable,1,none,7.0,0.026905829596412533,-0.37443946188340804,17,2.7
Rhyne Howard,2024-05-31,ATL,LVA,16,2,2,26.0,33.1,Stable,2,none,34.333333333333336,-0.06185567010309278,-0.16494845360824748,16,-6.2
Leonie Fiebich,2024-05-31,NYL,WAS,0,1,0,1.0,6.033333333333333,Stable,1,none,7.333333333333333,0.5135433941404091,-0.9336650082918739,17,51.4
Aerial Powers,2024-05-31,ATL,LVA,7,1,4,18.0,25.3,Ascending,2,none,18.666666666666668,-0.13333333333333353,0.0,0,-13.3
Astou Ndour-Fall,2024-05-31,CON,DAL,0,0,1,1.0,2.55,Stable,3,none,2.6666666666666665,-0.047619047619047575,0.0,0,-4.8
A'ja Wilson,2024-05-31,LVA,ATL,28,3,9,50.0,35.2,Ascending,1,none,53.333333333333336,-0.06052677481248912,-0.16483516483516486,17,-6.1
Kennedy Burke,2024-05-31,NYL,WAS,0,0,0,0.0,4.0,Trough,4,cycle,1.6666666666666667,0.7937024972855592,-1.0,17,79.4
DiDi Richards,2024-05-31,WAS,NYL,2,1,0,5.0,5.183333333333334,Stable,2,none,6.333333333333333,-0.2666666666666666,0.0,0,-26.7
Diana Taurasi,2024-05-31,PHO,MIN,14,2,2,20.0,21.5,Trough,1,cycle,20.333333333333332,0.2270327349524816,0.10242872228088694,17,22.7
Caitlin Clark,2024-05-30,IND,SEA,20,9,3,37.0,39.93333333333333,Stable,2,none,39.0,0.034055727554179564,-0.2156862745098039,16,3.4
Kiana Williams,2024-05-30,SEA,IND,3,1,0,5.0,2.1,Peak,1,none,2.0,-0.23809523809523808,0.0,0,-23.8
Li Yueru,2024-05-30,LAS,CHI,4,0,2,6.0,8.483333333333333,Ascending,2,none,11.666666666666666,-0.10556940980881128,-0.5261845386533666,15,-10.6
Sami Whitcomb,2024-05-30,SEA,IND,4,0,3,11.0,18.666666666666668,Stable,2,none,15.666666666666666,-0.353491720662347,0.5550755939524838,16,-35.3
Aari McDonald,2024-05-30,LAS,CHI,4,3,4,16.0,27.95,Peak,1,none,21.333333333333332,-0.2031814895155459,0.0,0,-20.3
Kia Nurse,2024-05-30,LAS,CHI,17,2,1,24.0,31.633333333333333,Peak,1,none,19.0,-0.48148148148148157,0.7543859649122808,15,-48.1
Diamond DeShields,2024-05-30,CHI,LAS,2,3,2,11.0,19.916666666666668,Stable,5,none,12.666666666666666,-0.3647586980920314,-0.2996632996632997,15,-36.5
Stephanie Talbot,2024-05-30,LAS,CHI,0,1,1,2.0,4.7,Trough,1,cycle,4.333333333333333,0.5920271416454622,-0.48218829516539435,15,59.2
Cameron Brink,2024-05-30,LAS,CHI,7,2,6,21.0,22.683333333333334,Stable,2,none,23.666666666666668,-0.07575757575757582,0.0,0,-7.6
NaLyssa Smith,2024-05-30,IND,SEA,23,2,10,42.0,33.05,Stable,1,none,23.0,-0.022222222222222223,0.40740740740740744,16,-2.2
Nneka Ogwumike,2024-05-30,SEA,IND,17,6,6,36.0,27.633333333333333,Stable,1,none,30.0,0.06957250628667222,0.08549874266554908,16,7.0
Celeste Taylor,2024-05-30,IND,SEA,0,0,0,0.0,0.7833333333333333,Stable,2,none,0.5,0.9352941176470588,0.0,0,93.5
Lexie Hull,2024-05-30,IND,SEA,0,0,3,3.0,7.35,Trough,1,cycle,8.333333333333334,0.3004115226337448,-0.6641975308641975,14,30.0
Lexie Brown,2024-05-30,LAS,CHI,4,4,1,11.0,18.6,Descending,1,unknown,15.333333333333334,0.1175059952038369,0.0,0,11.8
Mercedes Russell,2024-05-30,SEA,IND,7,0,5,12.0,19.53333333333333,Peak,1,none,11.666666666666666,-0.243996157540826,0.5994236311239192,16,-24.4
Dearica Hamby,2024-05-30,LAS,CHI,24,3,13,47.0,38.78333333333333,Peak,1,none,40.0,-0.15942028985507245,0.2318840579710145,15,-15.9
Angel Reese,2024-05-30,CHI,LAS,6,3,6,19.0,25.016666666666666,Trough,1,cycle,23.666666666666668,0.26447288238878736,-0.2385740402193785,15,26.4
Marina Mabrey,2024-05-30,CHI,LAS,20,7,7,42.0,33.03333333333333,Peak,1,none,33.333333333333336,-0.17577895355673137,0.2933568489124043,15,-17.6
Jewell Loyd,2024-05-30,SEA,IND,22,6,1,31.0,26.98333333333333,Stable,1,none,32.666666666666664,0.00027570995312942745,0.2547559966914805,16,0.0
Zia Cooke,2024-05-30,LAS,CHI,2,1,0,5.0,13.133333333333333,Stable,1,none,4.333333333333333,0.2736030828516378,-0.5809248554913294,15,27.4
Nika Mühl,2024-05-30,SEA,IND,0,0,0,0.0,4.75,Descending,1,unknown,1.3333333333333333,0.07246376811594209,0.0,0,7.2
Rickea Jackson,2024-05-30,LAS,CHI,10,0,5,15.0,27.683333333333334,Trough,1,cycle,13.666666666666666,0.3745232646834478,0.1899313501144164,15,37.5
Michaela Onyenwere,2024-05-30,CHI,LAS,2,1,1,6.0,6.966666666666667,Trough,1,cycle,5.0,0.5833333333333334,-0.47222222222222227,15,58.3
Jordan Horston,2024-05-30,SEA,IND,12,2,2,20.0,16.583333333333332,Trough,3,unknown,12.666666666666666,0.26047904191616766,-0.08532934131736528,16,26.0
Rae Burrell,2024-05-30,LAS,CHI,1,1,0,2.0,6.35,Recovery,2,none,6.333333333333333,0.4600614439324117,-0.44585253456221197,15,46.0
Skylar Diggins,2024-05-30,SEA,IND,18,9,2,35.0,31.03333333333333,Ascending,1,none,33.0,-0.08731466227347606,-0.06644700713893473,16,-8.7
Aliyah Boston,2024-05-30,IND,SEA,11,5,12,29.0,29.1,Stable,1,none,26.666666666666668,0.12280701754385957,-0.1447368421052631,16,12.3
Isabelle Harrison,2024-05-30,CHI,LAS,2,1,2,5.0,12.35,Stable,2,none,7.5,0.4243070362473348,0.20255863539445618,2,42.4
Katie Lou Samuelson,2024-05-30,IND,SEA,12,0,3,19.0,17.066666666666666,Ascending,1,none,11.0,-0.1,0.5,16,-10.0
Lindsay Allen,2024-05-30,CHI,LAS,2,3,0,5.0,10.783333333333331,Trough,1,cycle,9.333333333333334,0.37043282743114103,-0.10061832490163004,15,37.0
Brianna Turner,2024-05-30,CHI,LAS,3,0,4,7.0,9.216666666666669,Stable,1,none,4.666666666666667,0.09999999999999994,0.0,0,10.0
Dana Evans,2024-05-30,CHI,LAS,15,4,1,32.0,30.616666666666667,Peak,2,none,25.333333333333332,-0.9036608863198456,0.3526011560693641,15,-90.4
Kelsey Mitchell,2024-05-30,IND,SEA,14,4,2,21.0,35.5,Trough,2,cycle,22.0,0.2100538599640934,-0.4614003590664273,16,21.0
Kristy Wallace,2024-05-30,IND,SEA,2,0,1,5.0,13.6,Stable,1,none,15.0,-0.38790035587188604,0.0,0,-38.8
Ezi Magbegor,2024-05-30,SEA,IND,15,3,8,41.0,27.566666666666663,Peak,2,none,38.333333333333336,-0.33805031446540884,0.18679245283018867,16,-33.8
Grace Berger,2024-05-30,IND,SEA,6,1,2,11.0,22.83333333333333,Peak,1,none,8.666666666666666,-0.46666666666666656,0.0,0,-46.7
Victoria Vivians,2024-05-30,SEA,IND,5,1,5,12.0,19.883333333333333,Peak,1,none,12.0,-0.5555555555555556,0.2098765432098766,16,-55.6
Chennedy Carter,2024-05-30,CHI,LAS,14,4,1,20.0,20.03333333333333,Trough,2,unknown,17.666666666666668,0.34420697412823387,0.020809898762654735,15,34.4
Stefanie Dolson,2024-05-29,WAS,ATL,10,2,1,19.0,23.78333333333333,Recovery,1,none,15.666666666666666,0.2512254901960785,-0.09191176470588236,15,25.1
A'ja Wilson,2024-05-29,LVA,MIN,29,3,15,59.0,31.98333333333333,Stable,1,none,50.666666666666664,-0.007500436071864573,-0.07535321821036109,15,-0.8
Natasha Cloud,2024-05-29,PHO,NYL,21,3,2,33.0,35.13333333333333,Stable,2,none,28.666666666666668,-0.0345045900601457,-0.06172839506172836,15,-3.5
Aerial Powers,2024-05-29,ATL,WAS,12,1,5,20.0,23.383333333333333,Ascending,1,none,17.666666666666668,-0.0726190476190478,0.0,0,-7.3
Kayla McBride,2024-05-29,MIN,LVA,11,4,3,26.0,35.36666666666667,Stable,1,none,33.0,-0.2630029440628067,-0.19627085377821393,15,-26.3
Rhyne Howard,2024-05-29,ATL,WAS,11,4,4,29.0,29.78333333333333,Stable,1,none,37.666666666666664,-0.16494845360824725,-0.0876288659793815,14,-16.5
Mikiah Herbert Harrigan,2024-05-29,PHO,NYL,3,0,0,4.0,4.266666666666667,Trough,1,cycle,4.333333333333333,0.3976083707025411,-0.30493273542600896,15,39.8
Sophie Cunningham,2024-05-29,PHO,NYL,9,1,6,18.0,30.48333333333333,Stable,1,none,21.666666666666668,-0.17117117117117123,-0.24324324324324326,15,-17.1
Shakira Austin,2024-05-29,WAS,ATL,12,3,9,24.0,23.55,Recovery,1,none,20.0,0.16376306620209063,0.0,0,16.4
Cheyenne Parker-Tyus,2024-05-29,ATL,WAS,10,1,9,22.0,29.35,Stable,1,none,20.333333333333332,-0.12463126843657821,0.0,0,-12.5
Kayla Thornton,2024-05-29,NYL,PHO,3,0,2,6.0,12.016666666666667,Trough,1,cycle,4.333333333333333,0.632768361581921,-0.4915254237288136,15,63.3
Kelsey Plum,2024-05-29,LVA,MIN,10,6,2,22.0,36.23333333333333,Stable,2,none,31.666666666666668,-0.09393939393939403,-0.11909090909090904,15,-9.4
Natasha Mack,2024-05-29,PHO,NYL,4,0,6,12.0,22.216666666666665,Stable,3,none,16.0,-0.17647058823529416,-0.19117647058823528,15,-17.6
Jonquel Jones,2024-05-29,NYL,PHO,20,1,7,34.0,31.4,Recovery,1,none,21.333333333333332,0.33333333333333337,0.0625,15,33.3
Allisha Gray,2024-05-29,ATL,WAS,19,3,2,34.0,35.71666666666667,Stable,2,none,27.0,0.03139013452914798,0.13004484304932734,14,3.1
Liz Dixon,2024-05-29,PHO,NYL,2,3,2,7.0,14.316666666666666,Stable,1,none,11.0,-0.9800000000000001,0.0,0,-98.0
Dorka Juhász,2024-05-29,MIN,LVA,4,2,2,10.0,14.633333333333333,Stable,3,none,11.666666666666666,-0.006768189509306237,-0.3959390862944162,4,-0.7
Courtney Williams,2024-05-29,MIN,LVA,12,8,6,30.0,33.03333333333333,Descending,1,cycle,23.0,0.06026557711950976,0.4913176710929519,15,6.0
Diana Taurasi,2024-05-29,PHO,NYL,14,0,4,23.0,28.23333333333333,Stable,2,none,27.333333333333332,-0.03907074973600834,-0.37275607180570225,15,-3.9
Myisha Hines-Allen,2024-05-29,WAS,ATL,8,2,2,12.0,15.216666666666669,Recovery,1,none,12.666666666666666,0.25490196078431376,-0.17647058823529413,15,25.5
Betnijah Laney-Hamilton,2024-05-29,NYL,PHO,15,3,4,29.0,36.63333333333333,Recovery,1,none,18.333333333333332,0.2065945388974756,0.2550231839258114,15,20.7
Karlie Samuelson,2024-05-29,WAS,ATL,7,3,3,14.0,31.183333333333334,Descending,2,cycle,15.0,0.10123966942148763,-0.16115702479338845,15,10.1
Sug Sutton,2024-05-29,PHO,NYL,0,7,3,14.0,20.25,Stable,3,none,9.666666666666666,-0.3946932006633498,1.0199004975124377,15,-39.5
Courtney Vandersloot,2024-05-29,NYL,PHO,6,2,5,20.0,26.166666666666668,Peak,2,none,24.333333333333332,-0.4368253968253969,0.18095238095238106,15,-43.7
Julie Vanloo,2024-05-29,WAS,ATL,3,5,1,12.0,27.683333333333334,Stable,1,none,20.333333333333332,-0.2629399585921323,-0.2546583850931678,15,-26.3
Nyara Sabally,2024-05-29,NYL,PHO,2,1,4,9.0,8.6,Stable,1,none,12.0,0.06024096385542175,0.0,0,6.0
Aaliyah Edwards,2024-05-29,WAS,ATL,6,1,5,14.0,17.45,Trough,2,cycle,11.666666666666666,0.3399889073765946,-0.20798668885191346,15,34.0
Jackie Young,2024-05-29,LVA,MIN,19,10,5,37.0,36.6,Stable,5,none,38.666666666666664,-0.2994247653648197,0.32742960944595817,15,-29.9
Bridget Carleton,2024-05-29,MIN,LVA,2,0,4,6.0,23.08333333333333,Trough,1,cycle,16.666666666666668,0.1875,-0.3662500000000001,15,18.8
Lorela Cubaj,2024-05-29,ATL,WAS,0,0,0,0.0,0.55,Stable,2,none,0.0,1.0,0.1351351351351351,3,100.0
Tina Charles,2024-05-29,ATL,WAS,17,3,15,37.0,34.96666666666667,Stable,1,none,29.666666666666668,0.008568980291345299,0.1863753213367609,14,0.9
Haley Jones,2024-05-29,ATL,WAS,2,4,1,7.0,16.95,Trough,2,cycle,7.333333333333333,0.2341166231505657,-0.3733681462140992,14,23.4
Ariel Atkins,2024-05-29,WAS,ATL,21,3,8,40.0,35.93333333333333,Stable,1,none,26.666666666666668,0.01870591842992945,0.47194112235510577,15,1.9
Kiah Stokes,2024-05-29,LVA,MIN,0,0,8,10.0,25.933333333333334,Stable,1,none,15.0,-0.5234374999999999,-0.49218750000000006,15,-52.3
Breanna Stewart,2024-05-29,NYL,PHO,13,2,8,27.0,36.53333333333333,Stable,3,none,38.333333333333336,0.031471631205673756,-0.31781914893617025,15,3.1
Kahleah Copper,2024-05-29,PHO,NYL,20,2,9,35.0,31.816666666666663,Stable,1,none,30.666666666666668,0.02770636960868319,0.06212510711225365,15,2.8
Sabrina Ionescu,2024-05-29,NYL,PHO,22,9,6,41.0,34.666666666666664,Stable,1,none,32.333333333333336,0.057770961145194255,0.19478527607361956,15,5.8
Napheesa Collier,2024-05-29,MIN,LVA,18,1,13,39.0,34.15,Stable,2,none,41.333333333333336,-0.006685768863419269,-0.03796561604584535,15,-0.7
Alanna Smith,2024-05-29,MIN,LVA,7,3,6,21.0,31.216666666666665,Stable,6,none,24.666666666666668,0.042786069651741275,-0.1074626865671642,15,4.3
Natisha Hiedeman,2024-05-29,MIN,LVA,0,0,0,2.0,7.966666666666667,Descending,1,cycle,10.666666666666666,0.051851851851851906,-0.6444444444444445,15,5.2
Shatori Walker-Kimbrough,2024-05-29,WAS,ATL,0,2,1,5.0,12.883333333333333,Stable,2,none,14.333333333333334,0.041248606465997685,-0.6655518394648829,15,4.1
Sydney Colson,2024-05-29,LVA,MIN,0,0,0,2.0,6.816666666666666,Recovery,3,none,5.0,0.10919540229885064,-0.5545977011494253,15,10.9
Leonie Fiebich,2024-05-29,NYL,PHO,0,1,3,6.0,13.983333333333333,Recovery,2,none,7.333333333333333,0.5135433941404091,-0.6019900497512438,15,51.4
Nia Coffey,2024-05-29,ATL,WAS,0,1,0,1.0,10.05,Trough,1,cycle,5.333333333333333,0.4155251141552512,-0.8356164383561644,14,41.6
Cecilia Zandalasini,2024-05-29,MIN,LVA,12,0,2,20.0,20.55,Peak,1,none,10.666666666666666,-0.21557454890788214,0.7094017094017093,15,-21.6
Kate Martin,2024-05-29,LVA,MIN,9,2,3,17.0,21.45,Peak,2,none,14.333333333333334,-1.1853512705530644,1.5919282511210764,11,-118.5
Jade Melbourne,2024-05-29,WAS,ATL,0,0,1,3.0,12.316666666666666,Stable,1,none,10.333333333333334,0.022165387894288173,-0.7161125319693095,10,2.2
Naz Hillmon,2024-05-29,ATL,WAS,2,1,0,3.0,10.9,Trough,1,cycle,11.0,0.20433996383363467,-0.2766726943942133,14,20.4
Megan Gustafson,2024-05-29,LVA,MIN,4,0,2,8.0,7.966666666666667,Trough,1,cycle,5.333333333333333,0.27876631079478054,-0.12099644128113875,15,27.9
Crystal Dangerfield,2024-05-29,ATL,WAS,0,1,0,3.0,8.35,Trough,1,cycle,5.0,0.3478260869565218,-0.6086956521739131,14,34.8
Alysha Clark,2024-05-29,LVA,MIN,9,2,6,21.0,32.18333333333333,Stable,1,none,20.666666666666668,-0.40112994350282494,0.22033898305084745,15,-40.1
Morgan Bertsch,2024-05-29,PHO,NYL,5,2,2,10.0,13.283333333333331,Peak,2,none,7.666666666666667,-0.7943262411347519,0.0,0,-79.4
Caitlin Clark,2024-05-28,IND,LAS,30,6,5,56.0,34.083333333333336,Stable,1,none,40.333333333333336,0.0010319917440659888,0.38699690402476783,14,0.1
Astou Ndour-Fall,2024-05-28,CON,PHO,3,0,0,4.0,6.683333333333334,Stable,2,none,2.6666666666666665,-0.047619047619047575,0.0,0,-4.8
Stephanie Talbot,2024-05-28,LAS,IND,0,1,1,4.0,10.166666666666666,Recovery,3,none,5.0,0.5292620865139949,0.09838846480067855,13,52.9
Skylar Diggins,2024-05-28,SEA,CHI,21,3,2,36.0,35.03333333333333,Recovery,1,none,24.0,0.20922570016474468,0.07633168588687521,14,20.9
Jordan Horston,2024-05-28,SEA,CHI,0,0,3,5.0,9.7,Trough,2,cycle,13.333333333333334,0.22155688622754485,-0.3577844311377245,14,22.2
Brianna Turner,2024-05-28,CHI,SEA,2,0,3,7.0,8.966666666666667,Trough,1,unknown,4.0,0.22857142857142856,0.0,0,22.9
Moriah Jefferson,2024-05-28,CON,PHO,2,1,0,7.0,16.116666666666667,Stable,5,none,4.666666666666667,-0.19259259259259265,0.0,0,-19.3
Morgan Bertsch,2024-05-28,PHO,CON,7,0,5,12.0,23.6,Peak,1,none,6.333333333333333,-0.4822695035460993,0.0,0,-48.2
Brionna Jones,2024-05-28,CON,PHO,16,1,5,32.0,17.95,Peak,1,none,31.333333333333332,-0.29209621993127144,0.16838487972508587,14,-29.2
Kahleah Copper,2024-05-28,PHO,CON,7,4,5,16.0,28.7,Descending,1,cycle,29.666666666666668,0.05941159668666091,-0.49271636675235647,14,5.9
Angel Reese,2024-05-28,CHI,SEA,11,3,12,30.0,29.58333333333333,Recovery,1,none,25.666666666666668,0.202315661182206,-0.0676416819012798,13,20.2
Kristy Wallace,2024-05-28,IND,LAS,5,3,3,22.0,27.73333333333333,Peak,3,none,18.333333333333332,-0.6963226571767495,0.0,0,-69.6
Sophie Cunningham,2024-05-28,PHO,CON,6,3,9,26.0,29.666666666666668,Peak,1,none,23.333333333333332,-0.2612612612612612,0.40540540540540543,14,-26.1
Mikiah Herbert Harrigan,2024-05-28,PHO,CON,3,0,2,8.0,19.4,Recovery,1,none,5.0,0.30493273542600896,0.8071748878923767,14,30.5
Marina Mabrey,2024-05-28,CHI,SEA,7,2,4,20.0,24.766666666666666,Stable,1,none,31.666666666666668,-0.11699000587889476,-0.2710170487948266,13,-11.7
Mercedes Russell,2024-05-28,SEA,CHI,2,3,1,6.0,12.683333333333334,Stable,3,none,9.0,0.04034582132564848,-0.1825168107588857,14,4.0
Katie Lou Samuelson,2024-05-28,IND,LAS,2,0,1,5.0,12.933333333333334,Trough,1,cycle,6.0,0.4,-0.5,14,40.0
Michaela Onyenwere,2024-05-28,CHI,SEA,0,1,0,1.0,5.033333333333333,Descending,1,cycle,10.333333333333334,0.13888888888888884,-0.5416666666666666,13,13.9
Aari McDonald,2024-05-28,LAS,IND,21,4,2,32.0,29.766666666666666,Stable,1,none,18.0,-0.015184381778741913,0.0,0,-1.5
DeWanna Bonner,2024-05-28,CON,PHO,19,3,3,31.0,29.2,Peak,1,none,33.0,-0.17333333333333334,-0.21777777777777776,14,-17.3
Jewell Loyd,2024-05-28,SEA,CHI,19,6,4,36.0,38.016666666666666,Peak,1,none,40.666666666666664,-0.24455472842569603,-0.020678246484698144,14,-24.5
Tiffany Mitchell,2024-05-28,CON,PHO,5,2,5,12.0,17.633333333333333,Peak,1,none,11.333333333333334,-0.3333333333333334,0.0,0,-33.3
Kia Nurse,2024-05-28,LAS,IND,22,1,2,30.0,27.95,Ascending,1,none,14.666666666666666,-0.14359974009096818,0.7413905133203379,13,-14.4
NaLyssa Smith,2024-05-28,IND,LAS,3,1,4,9.0,18.55,Trough,1,cycle,12.333333333333334,0.45185185185185184,-0.6,14,45.2
Rickea Jackson,2024-05-28,LAS,IND,12,1,1,19.0,23.45,Recovery,1,none,15.333333333333334,0.29824561403508776,-0.16094584286803978,13,29.8
Ezi Magbegor,2024-05-28,SEA,CHI,13,1,12,42.0,32.21666666666667,Peak,1,none,34.666666666666664,-0.2100628930817609,0.29150943396226414,14,-21.0
Li Yueru,2024-05-28,LAS,IND,2,0,6,10.0,15.75,Ascending,1,none,11.333333333333334,-0.07398171238570249,1.147963424771405,13,-7.4
Lexie Hull,2024-05-28,IND,LAS,2,1,2,5.0,5.85,Recovery,3,none,10.666666666666666,0.10452674897119349,-0.5802469135802469,12,10.5
Zia Cooke,2024-05-28,LAS,IND,0,1,1,2.0,5.0,Recovery,1,none,4.333333333333333,0.2736030828516378,0.3410404624277456,13,27.4
Temi Fágbénlé,2024-05-28,IND,LAS,6,0,7,17.0,31.55,Stable,1,none,24.333333333333332,-0.6834381551362682,0.0,0,-68.3
Sami Whitcomb,2024-05-28,SEA,CHI,5,1,1,8.0,10.316666666666666,Stable,1,none,18.0,-0.5550755939524838,-0.10727141828653697,14,-55.5
Olivia Nelson-Ododa,2024-05-28,CON,PHO,2,0,3,11.0,17.916666666666668,Stable,1,none,7.333333333333333,0.08333333333333337,-0.33333333333333337,14,8.3
Rachel Banham,2024-05-28,CON,PHO,4,0,2,7.0,19.683333333333334,Stable,1,none,10.0,0.06801007556675064,0.8173803526448362,14,6.8
Liz Dixon,2024-05-28,PHO,CON,3,0,4,11.0,18.966666666666665,Peak,2,none,11.666666666666666,-1.0999999999999999,0.0,0,-110.0
Natasha Cloud,2024-05-28,PHO,CON,9,3,4,22.0,27.73333333333333,Stable,1,none,29.333333333333332,-0.05856283634061412,-0.04368471035137698,14,-5.9
Tyasha Harris,2024-05-28,CON,PHO,3,5,2,13.0,23.33333333333333,Descending,1,cycle,17.666666666666668,0.09580052493438322,0.2112860892388451,14,9.6
Dearica Hamby,2024-05-28,LAS,IND,17,5,10,37.0,40.0,Stable,6,none,37.0,-0.07246376811594203,-0.014492753623188406,13,-7.2
Chennedy Carter,2024-05-28,CHI,SEA,12,1,1,14.0,15.583333333333334,Trough,1,cycle,19.0,0.2947131608548931,-0.48031496062992124,13,29.5
Erica Wheeler,2024-05-28,IND,LAS,2,2,0,8.0,17.15,Stable,1,none,7.333333333333333,0.10903426791277253,-0.028037383177569996,14,10.9
Kelsey Mitchell,2024-05-28,IND,LAS,15,2,0,22.0,28.766666666666666,Trough,1,cycle,23.666666666666668,0.15020945541591862,-0.2100538599640934,14,15.0
DiJonai Carrington,2024-05-28,CON,PHO,4,3,10,19.0,22.916666666666668,Trough,2,unknown,17.666666666666668,0.26310160427807483,-0.04064171122994653,14,26.3
Victoria Vivians,2024-05-28,SEA,CHI,7,1,3,16.0,26.933333333333334,Stable,2,none,10.666666666666666,-0.382716049382716,0.03703703703703702,14,-38.3
Lindsay Allen,2024-05-28,CHI,SEA,3,4,2,9.0,23.05,Recovery,3,none,11.333333333333334,0.23552557616638553,0.11298482293423277,13,23.6
Nneka Ogwumike,2024-05-28,SEA,CHI,10,2,5,23.0,33.56666666666667,Descending,1,unknown,29.666666666666668,0.07991058955015361,-0.02822017323274658,14,8.0
Alyssa Thomas,2024-05-28,CON,PHO,10,8,6,28.0,24.433333333333334,Stable,3,none,29.666666666666668,0.04068984101320397,0.15332794395041757,14,4.1
Diana Taurasi,2024-05-28,PHO,CON,6,1,7,18.0,24.78333333333333,Stable,1,none,29.333333333333332,-0.11510031678986261,-0.2206969376979937,14,-11.5
Aliyah Boston,2024-05-28,IND,LAS,17,2,6,29.0,23.383333333333333,Recovery,1,none,26.666666666666668,0.12280701754385957,-0.046052631578947324,14,12.3
Diamond DeShields,2024-05-28,CHI,SEA,6,2,1,13.0,24.416666666666668,Stable,4,none,20.0,-1.1548821548821548,0.4006734006734007,13,-115.5
Natasha Mack,2024-05-28,PHO,CON,6,1,7,22.0,27.15,Stable,2,none,19.666666666666668,-0.44607843137254916,0.6176470588235294,14,-44.6
Cameron Brink,2024-05-28,LAS,IND,3,2,3,15.0,24.03333333333333,Stable,1,none,28.333333333333332,-0.28787878787878785,0.0,0,-28.8
Rae Burrell,2024-05-28,LAS,IND,8,1,0,17.0,12.3,Recovery,1,none,5.666666666666667,0.5168970814132104,-0.09062980030721972,13,51.7
Isabelle Harrison,2024-05-28,CHI,SEA,2,1,5,10.0,10.416666666666666,Stable,1,none,10.0,0.23240938166311306,0.42004264392324087,0,23.2
Dana Evans,2024-05-28,CHI,SEA,13,4,1,25.0,29.48333333333333,Peak,1,none,22.666666666666668,-0.7032755298651252,0.1271676300578034,13,-70.3
Lexie Brown,2024-05-28,LAS,IND,3,1,4,11.0,11.583333333333334,Stable,3,none,16.666666666666668,0.04076738609112703,0.0,0,4.1
Cheyenne Parker-Tyus,2024-05-26,ATL,MIN,10,1,8,19.0,18.8,Peak,1,none,24.666666666666668,-0.36430678466076716,0.0,0,-36.4
